Stock Index,Index,Industry,VWAP,General Index,NAV,P/E Ratio,Volumes Traded,Inventory Turnover,Covid Impact (Beta),Tracking Error,Dollar Exchange Rate,Put-Call Ratio,P/B Ratio,Stock Price
AA214,S&P 500,Materials,770.99,3351.28,34.23,160.21,12010120,6.42,0.03,0.034,1,1.01,7.14,549.273112997199
AA215,JSE,Real Estate,53.79,55722,92.15,107.78,5133084,7.48,-0.43,0.0213,17.7,1.08,2.14,992.770114050912
AA216,JSE,Healthcare,422.42,55722,61.78,37.94,11771950,7.96,0.78,0.0266,17.7,0.67,4.03,241.944337585287
AA217,NSE,Information Tech,273.91,11270.15,44.49,100.8,14307702,3.62,0.23,0.0194,74.9,1.2,7.12,449.143340655328
AA218,S&P 500,Healthcare,584.48,3351.28,58.33,100.68,7578134,3.86,0.78,0.0452,1,0.66,2.19,589.96823092335
AA219,S&P 500,Information Tech,679.32,3351.28,85.56,142.75,19275704,3.62,0.23,0.0211,1,0.74,2.48,1221.34628501092
AA220,NSE,Healthcare,24.1,11270.15,91.82,155.27,8504027,5.49,0.78,0.0399,74.9,0.87,4.8,1420.68492411988
AA221,NSE,Real Estate,910.27,11270.15,12.57,62.67,12928988,3.49,-0.43,0.0288,74.9,1.1,9.07,96.6277316924269
AA222,NYSE,Materials,98.4,12765.84,13.59,82.46,12301703,4.45,0.03,0.0251,1,0.83,5.29,114.495892384476
AA223,BSE,Healthcare,891.9,38182.08,31,20.09,10486526,3.76,0.78,0.033,74.9,0.93,4,83.0456397502121
AA224,S&P 500,Energy,738.24,3351.28,14.86,60.95,17791653,3.53,0.11,0.0152,1,0.93,1.77,100.302873804822
AA225,S&P 500,Healthcare,444.17,3351.28,40.1,198.07,7499029,3.47,0.78,0.0461,1,0.63,7.19,786.148963950072
AA226,NSE,Real Estate,605.5,11270.15,29.58,60.85,683512,6.86,-0.43,0.0427,74.9,0.81,5.29,186.827409935749
AA227,S&P 500,Information Tech,226.04,3351.28,13.06,26.82,8299137,5.98,0.23,0.032,1,0.91,1.85,43.0120776156185
AA228,NSE,Materials,435.75,11270.15,87.61,101.39,9435300,6.2,0.03,0.0458,74.9,0.63,5.73,889.477514372622
AA229,S&P 500,Information Tech,603.58,3351.28,21.9,154.18,9032056,7.34,0.23,0.0236,1,0.63,2.65,335.433848919277
AA230,BSE,Energy,428.58,38182.08,58.17,115.58,12196883,7.29,0.11,0.0169,74.9,1.21,4.48,672.087014962265
AA231,S&P 500,Materials,458.83,3351.28,19.74,151.25,5973764,4.04,0.03,0.0517,1,1.29,5.44,295.202381125185
AA232,BSE,Healthcare,808.84,38182.08,21.95,134.03,13719591,5.36,0.78,0.0518,74.9,0.8,5.15,299.350947330231
AA233,S&P 500,Energy,306.48,3351.28,68.52,196.97,5161272,6.77,0.11,0.0408,1,0.92,0.57,1340.82096195975
AA234,NYSE,Materials,318.25,12765.84,12.14,32.3,12637667,6.07,0.03,0.0381,1,1.25,8.11,46.8536750123937
AA235,BSE,Materials,295.52,38182.08,64.82,61.86,10835707,2.75,0.03,0.0439,74.9,0.64,5.56,405.557201624395
AA236,S&P 500,Healthcare,864.84,3351.28,95.91,62.92,7339493,5.49,0.78,0.0566,1,1.14,1.26,618.254748109644
AA237,BSE,Real Estate,36.45,38182.08,33.74,199.76,3286124,3.08,-0.43,0.0318,74.9,0.69,4.53,664.60967410138
AA238,BSE,Information Tech,559.25,38182.08,40.87,167.39,18184903,4.15,0.23,0.0174,74.9,1.06,6.62,679.865527239075
AA239,S&P 500,Healthcare,751.8,3351.28,68.63,17.07,10272557,5.69,0.78,0.0405,1,0.74,8.01,131.620803503608
AA240,NSE,Materials,623.46,11270.15,94.21,64.63,3343690,8.2,0.03,0.026,74.9,1.03,7.5,615.561304911033
AA241,BSE,Energy,382.11,38182.08,86.76,188.43,14105873,2.67,0.11,0.018,74.9,0.7,3.88,1627.09764784961
AA242,S&P 500,Real Estate,292.54,3351.28,47.52,14.3,5005295,4.98,-0.43,0.0581,1,0.6,6.38,77.217723181027
AA243,BSE,Energy,205.83,38182.08,53.99,25.81,20005159,4.74,0.11,0.0395,74.9,1.17,3.47,147.301272658883
AA244,NSE,Materials,889.09,11270.15,41.36,10.73,16928302,4.47,0.03,0.0532,74.9,0.74,6.06,65.7741498176334
AA245,BSE,Materials,658.57,38182.08,24.61,13.53,17570497,4.72,0.03,0.0367,74.9,0.82,5.23,45.7027529486921
AA246,NSE,Information Tech,58.94,11270.15,96.66,179.27,5012713,2.96,0.23,0.0272,74.9,1.23,0.56,1725.35146479697
AA247,BSE,Information Tech,561.9,38182.08,56.38,165.37,10460002,6.37,0.23,0.0473,74.9,1.05,2.7,928.275610832615
AA248,NYSE,Healthcare,388.93,12765.84,64.48,191.64,5830241,5.42,0.78,0.0337,1,0.75,2.82,1227.82338744519
AA249,JSE,Healthcare,636.03,55722,54.03,163.32,19199016,4.75,0.78,0.0398,17.7,1.29,3.52,879.659669155812
AA250,S&P 500,Materials,275.92,3351.28,17.84,193.46,2462347,5.45,0.03,0.0338,1,1.07,3.43,336.964083212539
AA251,NSE,Materials,78,11270.15,17.49,198.8,6954741,8.19,0.03,0.0161,74.9,1.26,2.01,338.729602575663
AA252,S&P 500,Energy,152.05,3351.28,86.92,94.27,19381007,3.96,0.11,0.0522,1,0.71,8.02,820.485056054405
AA253,NSE,Materials,51.42,11270.15,19.32,154.23,12992767,2.99,0.03,0.0541,74.9,0.91,8.92,293.284879537388
AA254,S&P 500,Materials,540.82,3351.28,16.03,89.23,1788862,6.37,0.03,0.0461,1,1.17,2.05,146.446620942291
AA255,NSE,Healthcare,72.8,,20.73,150.36,4673912,4.71,0.78,0.0582,74.9,1.18,5.13,307.474705536544
AA256,S&P 500,Real Estate,951.51,,88.92,80.6,2726791,5.6,-0.43,0.0231,1,1.1,5.62,735.986521962115
AA257,S&P 500,Healthcare,626.45,,62.45,92.78,6532739,5.12,0.78,0.0266,1,1.03,9.2,583.479916545444
AA258,JSE,Materials,219.22,,56.39,104.83,11223543,5.66,0.03,0.0369,17.7,0.7,1.46,591.281037080907
AA259,S&P 500,Materials,536.64,,26.95,151.73,16693344,,0.03,0.0323,1,1.18,4.27,406.033061118135
AA260,NYSE,Materials,623.23,,67.69,190.82,10880224,,0.03,0.0413,1,0.75,2.08,1285.83416716718
AA261,S&P 500,Energy,638.43,,11.58,199.8,3022085,,0.11,0.0332,1,1.22,5.87,225.58147160089
AA262,S&P 500,Information Tech,807.57,3351.28,94.6,107.37,,4.18,0.23,0.0156,1,0.86,5.94,1023.14832484902
AA263,BSE,Information Tech,12.44,38182.08,64.25,78.18,,7.47,0.23,0.0202,74.9,1.24,1.41,504.8787662231
AA264,NYSE,Information Tech,166.72,12765.84,74.71,158.78,12900693,5.28,0.23,0.0336,,,4.13,1180.95557160755
AA265,BSE,Information Tech,475.74,38182.08,38.28,157.41,4340761,5.15,0.23,0.055,74.9,1.11,1.21,598.562240376811
AA266,S&P 500,Information Tech,576.02,3351.28,54.11,144.03,16704110,3.83,0.23,0.0443,1,0.71,1.26,777.557438071545
AA267,NYSE,Energy,786.96,12765.84,41,87.16,12456330,8.24,0.11,0.0352,1,1.04,6.98,365.998123087435
AA268,JSE,Real Estate,521.08,55722,52.29,158.5,852768,5.64,-0.43,0.0567,17.7,0.85,1.81,824.938116524686
AA269,BSE,Energy,640.63,38182.08,51.66,130.46,7768082,3.56,0.11,0.0258,74.9,1.23,2.54,674.4352110311
AA270,BSE,Healthcare,961.91,38182.08,95.34,180.36,11617726,2.71,0.78,0.026,74.9,0.63,7.62,1730.09665702105
AA271,JSE,Energy,683.37,55722,57.18,69.54,18221912,3.43,0.11,0.0353,17.7,1.22,3.27,404.964326443612
AA272,S&P 500,Real Estate,849.36,3351.28,64.23,119.34,4009721,4.2,-0.43,0.0278,1,1.13,3.4,774.710282119203
AA273,NYSE,Energy,587.51,12765.84,28.35,133.24,14538126,3.99,0.11,0.0248,1,0.91,5.41,377.256298812429
AA274,BSE,Healthcare,50.03,38182.08,85.54,182.45,6513677,7.9,0.78,0.0233,74.9,1.02,8.66,1552.98601242288
AA275,S&P 500,Healthcare,297,3351.28,18.55,174.05,5835590,5.96,0.78,0.0248,1,1.07,7.33,316.72981923798
AA276,NSE,Information Tech,562.51,11270.15,84.75,192.14,13552880,5.63,0.23,0.0312,74.9,1.24,1.25,1621.60166848628
AA277,NSE,Real Estate,783.55,11270.15,21.88,83.24,5874067,7.58,-0.43,0.0161,74.9,0.75,3.24,191.081590294239
AA278,JSE,Real Estate,271.05,55722,26.15,98.68,3828163,2.89,-0.43,0.0543,17.7,0.75,2.25,258.97076580919
AA279,NYSE,Healthcare,790.96,12765.84,80.78,24.66,19638548,6.46,0.78,0.0467,1,0.64,1.59,214.275505415758
AA280,NSE,Real Estate,908.09,11270.15,51.07,36.37,3004839,5.18,-0.43,0.0412,74.9,0.94,1.43,205.864860744023
AA281,BSE,Real Estate,258.73,38182.08,28.47,81.36,3949861,7.47,-0.43,0.0175,74.9,1.04,3.52,234.205860630574
AA282,JSE,Materials,89.57,55722,23.6,82.24,2752556,6.47,0.03,0.0566,17.7,1.14,3.44,196.394937065401
AA283,S&P 500,Materials,335.11,3351.28,20.71,176.93,2400670,4.47,0.03,0.0304,1,1.17,8.59,359.950173162894
AA284,JSE,Healthcare,528.08,55722,50,102.95,4988374,7.41,0.78,0.0575,17.7,0.6,6.31,516.640570183998
AA285,NSE,Materials,334.59,11270.15,59.02,124.26,10824231,3.94,0.03,0.0518,74.9,0.7,5.63,731.89286466147
AA286,NYSE,Healthcare,942.14,12765.84,93.3,106.54,10394612,2.87,0.78,0.0412,1,0.66,4.52,1010.055961577
AA287,NYSE,Materials,249.79,12765.84,34.92,98.59,16252747,5.97,0.03,0.052,1,1.17,3.97,345.139665595385
AA288,JSE,Energy,827.77,55722,93.7,170.11,19127089,4.35,0.11,0.0329,17.7,0.87,3.22,1596.0089479295
AA289,JSE,Real Estate,521.18,55722,16.31,45.93,17461289,7.59,-0.43,0.0447,17.7,1.04,6.92,82.2930731820243
AA290,NYSE,Information Tech,747.68,12765.84,42.45,99.06,2806780,4.16,0.23,0.0462,1,1.14,5.23,426.634348109807
AA291,NYSE,Information Tech,33.1,12765.84,86.39,147.69,19667579,6.11,0.23,0.0389,1,1.03,3.73,1271.55441587932
AA292,NSE,Real Estate,200.92,11270.15,53.75,187.66,11771084,8.1,-0.43,0.0409,74.9,1.06,8.21,1000.53647362597
AA293,BSE,Materials,932.86,38182.08,14.54,120.7,6275173,8.08,0.03,0.0591,74.9,0.62,3.43,189.55365154585
AA294,S&P 500,Information Tech,879.68,3351.28,99.94,144.87,7887018,5.55,0.23,0.0276,1,0.92,6.99,1455.27593035508
AA295,NSE,Materials,821.09,11270.15,94.66,103.18,17652026,7.48,0.03,0.0446,74.9,0.72,6.38,985.131395578107
AA296,NSE,Real Estate,70.97,11270.15,83,181.08,12648531,3.63,-0.43,0.049,74.9,0.72,2.88,1495.28550542025
AA297,S&P 500,Energy,872.63,3351.28,97.18,145.27,18011129,4.6,0.11,0.0306,1,0.73,4.67,1418.70014631138
AA298,NYSE,Real Estate,229.65,12765.84,99.89,100.17,7127934,4.5,-0.43,0.0292,1,1.23,4.79,1001.13185719189
AA299,NSE,Healthcare,823.77,11270.15,94.98,133.7,14453260,5.15,0.78,0.0428,74.9,0.6,3.02,1275.51007130234
AA300,NSE,Healthcare,654.78,11270.15,45.36,179.73,5056365,7.05,0.78,0.018,74.9,0.8,4.82,811.254335537745
AA301,JSE,Materials,883.4,55722,16.74,39.16,3224746,5.32,0.03,0.0588,17.7,1.24,3.27,83.8128733803626
AA302,NYSE,Materials,106.45,12765.84,24.86,47.52,11136534,5.98,0.03,0.0152,1,1.29,9.23,123.831391259694
AA303,BSE,Healthcare,838.26,38182.08,75.07,45.8,4942141,6.55,0.78,0.032,74.9,0.95,8.18,358.888518919518
AA304,NYSE,Materials,5.31,12765.84,25.35,43.99,12160297,4.55,0.03,0.0478,1,0.85,7.63,117.518913522367
AA305,NSE,Information Tech,22.14,11270.15,27.29,127.18,17843168,4.82,0.23,0.0516,74.9,1.06,3.51,344.922934033521
AA306,JSE,Information Tech,388.92,55722,25.5,71.58,17055838,2.96,0.23,0.0534,17.7,1.26,4.17,186.544117707425
AA307,BSE,Healthcare,688.11,38182.08,87.57,178.34,9189916,8.26,0.78,0.0494,74.9,1.07,6.42,1558.43220757215
AA308,BSE,Real Estate,80.58,38182.08,62.47,184.06,3540386,3.08,-0.43,0.0383,74.9,1.1,7.38,1141.87572041023
AA309,S&P 500,Real Estate,514.96,3351.28,59.58,106.24,13305735,3.18,-0.43,0.0186,1,0.93,6.86,634.231132972355
AA310,BSE,Healthcare,350.94,38182.08,22.57,56.64,3508458,6.98,0.78,0.0606,74.9,1.25,7.23,133.263601808435
AA311,NYSE,Energy,85.42,12765.84,74.32,100.8,694955,7.92,0.11,0.0268,1,0.78,7.79,749.521042034318
AA312,JSE,Healthcare,497.92,55722,46.16,126.65,4480002,3.12,0.78,0.0198,17.7,0.84,5.41,583.890909703651
AA313,BSE,Healthcare,774.51,38182.08,15.64,173.9,20120873,8.32,0.78,0.0223,74.9,0.98,5.79,272.038500636146
AA314,S&P 500,Energy,457.93,3351.28,83.64,68.12,10653363,2.59,0.11,0.0535,1,1.25,7.09,574.367902961987
AA315,S&P 500,Real Estate,720.47,3351.28,85.01,176.38,16269261,7.26,-0.43,0.032,1,0.69,1.4,1496.95872032022
AA316,S&P 500,Information Tech,727.41,3351.28,25.52,164.43,1505267,5.47,0.23,0.0377,1,1,4.99,418.831096744676
AA317,NYSE,Materials,531.26,12765.84,69.64,11.88,17782260,3.53,0.03,0.0363,1,1,1.57,93.523594605761
AA318,S&P 500,Information Tech,44.15,3351.28,29.39,74.05,7550635,5.66,0.23,0.0327,1,1.08,9.32,220.697924723328
AA319,NYSE,Real Estate,883.42,12765.84,93.5,67.57,13900666,6.55,-0.43,0.036,1,0.68,5.12,647.107368465857
AA320,NYSE,Healthcare,477.53,12765.84,33.17,99.11,16732874,7.09,0.78,0.0413,1,0.78,5.71,330.638235483042
AA321,NYSE,Real Estate,63.91,12765.84,95.13,27.88,12046889,4.34,-0.43,0.0233,1,0.77,7.67,272.773540505991
AA322,BSE,Materials,474.58,38182.08,68.19,168.42,3035491,4.92,0.03,0.0547,74.9,1.2,5.41,1143.2307111659
AA323,NSE,Information Tech,283.56,11270.15,95.92,50.49,8377605,2.93,0.23,0.0346,74.9,1.12,5.1,489.960469037609
AA324,JSE,Healthcare,598.09,55722,85.72,150,18348121,4.54,0.78,0.0498,17.7,1.27,6.77,1283.72482835251
AA325,S&P 500,Materials,249.67,3351.28,32.87,174.39,10277189,6.51,0.03,0.0607,1,1.13,9.11,566.620516094966
AA326,NYSE,Energy,713.77,12765.84,33.39,161.28,19468202,7.14,0.11,0.0203,1,1.05,5.07,537.576109155676
AA327,NSE,Healthcare,584.02,11270.15,72.91,158.33,5565327,2.56,0.78,0.0481,74.9,1.09,5.75,1151.3234403729
AA328,NYSE,Energy,43.02,12765.84,78.5,31.88,3406895,7.08,0.11,0.0192,1,0.79,9.37,257.44785989856
AA329,NSE,Materials,257.43,11270.15,95.02,161.67,,7.8,0.03,0.0449,74.9,0.75,2.93,1530.71946335976
AA330,BSE,Information Tech,919.63,38182.08,16.01,11.19,,4.79,0.23,0.0171,74.9,1.11,6.03,41.481653643401
AA331,NYSE,Healthcare,99.41,12765.84,19.49,23.37,,4.99,0.78,0.0552,1,0.75,0.67,53.7613017664871
AA332,NSE,Information Tech,,,59.12,33.5,,8.01,0.23,0.0387,74.9,0.88,7.28,205.903284809444
AA333,JSE,Information Tech,,,72.02,41.45,,3.31,0.23,0.0351,17.7,0.64,7.69,306.135062899172
AA334,S&P 500,Materials,,,28.65,69.64,,4.86,0.03,0.0225,1,0.95,3.79,203.135189018388
AA335,S&P 500,Energy,636.59,3351.28,22.29,161.13,,2.96,0.11,0.0341,1,1.07,8.35,356.731882664538
AA336,NSE,Information Tech,35.23,11270.15,55.91,12.79,14076798,7.85,0.23,0.0248,74.9,0.74,4.7,80.6013073239246
AA337,S&P 500,Materials,472.26,3351.28,18.77,185.54,892818,6.39,0.03,0.034,1,1.01,6.56,341.677524230091
AA338,BSE,Healthcare,211.16,38182.08,51.15,163.01,5889448,4.29,0.78,0.0481,74.9,0.6,6.49,828.313020949717
AA339,BSE,Materials,818.9,38182.08,74.44,86.2,10125587,4.01,0.03,0.0211,74.9,1.02,2.45,651.684535737692
AA340,NSE,Energy,594.85,11270.15,34.37,102.08,10610223,4.71,0.11,0.0267,74.9,1.02,0.93,353.492517022396
AA341,NSE,Materials,655.99,11270.15,56.43,83.39,17778024,4.4,0.03,0.0196,74.9,1.04,9.35,475.97320165915
AA342,S&P 500,Information Tech,623.59,3351.28,31.92,61.01,16496327,3.98,0.23,0.0553,1,0.79,9.14,201.894897111823
AA343,BSE,Healthcare,238.03,38182.08,80.07,135.81,6084580,3.82,0.78,0.0172,74.9,1.14,2.15,1084.611579498
AA344,S&P 500,Materials,523.07,3351.28,46.4,98.87,13417760,6.8,0.03,0.0504,1,0.71,7.23,460.891754933834
AA345,BSE,Energy,335.72,38182.08,91.31,61.25,15272217,7.66,0.11,0.0184,74.9,0.94,5.55,564.011334331123
AA346,JSE,Information Tech,942.27,55722,99.53,70.42,4138251,5.96,0.23,0.0182,17.7,0.61,4.32,720.439659358094
AA347,BSE,Healthcare,261,38182.08,38.36,50.16,14614445,6.13,0.78,0.0558,74.9,1.07,1.56,198.189714995958
AA348,NYSE,Information Tech,543.71,12765.84,28.14,25.99,2108590,3.57,0.23,0.0384,1,0.99,7.45,82.6999286803098
AA349,JSE,Materials,672.92,55722,28.81,21.32,16257854,6.16,0.03,0.048,17.7,1.21,8.56,73.3150556207042
AA350,NSE,Healthcare,74.89,11270.15,50.05,64.04,13193900,5.76,0.78,0.0286,74.9,1.12,7.52,324.638926884903
AA351,NYSE,Materials,91.82,12765.84,74.01,189.67,18861681,7.93,0.03,0.0585,1,1.21,1.39,1395.27288563134
AA352,BSE,Healthcare,945.78,38182.08,91.99,41.76,18584779,4.02,0.78,0.0439,74.9,0.87,2.35,406.941767615458
AA353,BSE,Healthcare,7.5,38182.08,14.08,194.51,6190418,6.38,0.78,0.0369,74.9,0.85,0.55,265.516923254676
AA354,JSE,Real Estate,16.4,55722,18.55,96.89,16231146,7.68,-0.43,0.035,17.7,0.75,5.59,180.587658127821
AA355,S&P 500,Information Tech,892.71,3351.28,78.3,26.47,16162957,4.64,0.23,0.051,1,1.15,7.33,227.322126076381
AA356,BSE,Real Estate,692.29,38182.08,79.49,32.78,7726708,3.41,-0.43,0.016,74.9,1.21,1.47,271.694985990638
AA357,NYSE,Energy,100.44,12765.84,64.04,71.52,3015554,5.55,0.11,0.0386,1,1.28,5.17,461.287775458859
AA358,JSE,Energy,857.03,55722,85.51,171.39,16064717,6.39,0.11,0.0545,17.7,1.18,0.93,1469.01490408666
AA359,BSE,Real Estate,533.59,38182.08,58.69,161.19,8356759,6.48,-0.43,0.0259,74.9,0.99,7.59,941.997611911924
AA360,BSE,Information Tech,742.07,38182.08,18.08,150.86,18419402,3.27,0.23,0.0158,74.9,1.01,1.37,273.830153336265
AA361,JSE,Materials,71.35,55722,93.83,66.02,3556244,5.92,0.03,0.0525,17.7,1.2,9.41,623.230119968329
AA362,JSE,Materials,818.69,55722,16.13,148.6,8399796,4.04,0.03,0.0254,17.7,1.26,1.74,243.844036870378
AA363,S&P 500,Healthcare,241.88,3351.28,55.39,11.35,10337546,6.67,0.78,0.0528,1,0.63,0.88,72.4347747841462
AA364,BSE,Energy,561.82,38182.08,73.72,92.66,7072820,6.27,0.11,0.0612,74.9,0.77,6.76,686.199227300797
AA365,NYSE,Materials,449.98,12765.84,78.36,66.49,6896498,2.8,0.03,0.061,1,0.96,3.05,525.752293712244
AA366,BSE,Healthcare,32.67,38182.08,26.74,123,15776721,6.07,0.78,0.0266,74.9,1.2,0.91,327.264948177331
AA367,S&P 500,Real Estate,744.55,3351.28,42.34,110.78,1825703,7.91,-0.43,0.0337,1,0.8,0.53,473.861098946647
AA368,NSE,Materials,37.79,11270.15,61.47,107.13,8073504,8,0.03,0.0258,74.9,1,9.48,658.227502061635
AA369,NSE,Real Estate,868.32,11270.15,17.91,127.83,8301693,2.66,-0.43,0.0587,74.9,0.81,7.99,237.627059174977
AA370,JSE,Healthcare,127.02,55722,21.68,167.22,15482382,7.87,0.78,0.0362,17.7,1.15,3.92,356.701993341148
AA371,S&P 500,Energy,107.09,3351.28,67.73,164.75,1151179,6.04,,,1,1.1,7.13,1109.88082527427
AA372,NYSE,Energy,10.95,12765.84,62.85,11.61,11668576,5.88,,,1,1.09,0.58,82.1342709814677
AA373,JSE,Energy,645.69,55722,99.61,93.73,14996472,4.84,,,17.7,1.15,4.98,937.804566960188
AA374,JSE,Information Tech,693.19,55722,22.49,15.45,5141276,4.96,,,17.7,0.9,3.68,47.7081754134665
AA375,JSE,Real Estate,156.71,55722,10.47,102.13,13626106,2.68,,,17.7,0.78,7.39,107.604824334339
AA376,S&P 500,Information Tech,704.12,3351.28,93.82,33.98,7095683,5.6,,,1,1.17,1.98,330.144019856166
AA377,JSE,Energy,640.28,55722,10.18,68,13435503,5.33,,,17.7,1.03,2.36,76.1453707529122
AA378,NSE,Real Estate,221.19,11270.15,66.21,193.63,1260329,3.87,,,74.9,0.64,7.17,1273.3298095989
AA379,NSE,Information Tech,603.85,11270.15,84.53,145.37,2692286,7.54,,,74.9,0.7,2.47,1227.21290205801
AA380,BSE,Materials,840.68,38182.08,49.86,140.48,8638763,3.13,,,74.9,1.29,0.98,706.143445978664
AA381,JSE,Healthcare,506.57,55722,72.04,119.31,3141986,3.36,,,17.7,0.88,7.54,859.534837570752
AA382,NSE,Materials,881.11,11270.15,99.49,28.7,10184766,4.7,,,74.9,1.14,7.9,304.591436637262
AA383,BSE,Healthcare,592.89,38182.08,91.85,111.33,9625099,7.61,0.78,0.0556,74.9,1.29,3.26,1024.26968323517
AA384,S&P 500,Energy,552.76,3351.28,29.39,55.16,18103855,2.88,0.11,0.0289,1,0.68,6.33,168.910978995461
AA385,BSE,Materials,721.29,38182.08,93.22,95.58,6120818,4.31,0.03,0.0321,74.9,1.07,7.01,896.626742747264
AA386,S&P 500,Energy,857.28,3351.28,19.7,187.74,14023874,7.82,0.11,0.0308,1,0.97,4.69,372.057436262246
AA387,JSE,Information Tech,491.18,55722,62.59,159.6,4473638,8.24,0.23,0.0528,17.7,0.81,8.4,994.768640082583
AA388,NSE,Real Estate,208.74,11270.15,42.87,155.35,7609997,4.87,-0.43,0.0424,74.9,0.65,9.05,661.136702285217
AA389,JSE,Healthcare,16.6,55722,55.76,46.38,6714818,3.12,0.78,0.0287,17.7,0.77,1.64,264.449956232971
AA390,S&P 500,Information Tech,690.86,3351.28,66.96,137.31,4454516,7.95,0.23,0.0342,1,1.19,2.08,920.210493575424
AA391,NSE,Information Tech,731.21,11270.15,90.06,16.79,14074980,7.68,0.23,0.0156,74.9,0.76,2.78,164.985059759377
AA392,NSE,Healthcare,943.11,11270.15,94.02,36.03,19964695,3.26,0.78,0.0281,74.9,0.79,8.35,361.891472844591
AA393,BSE,Materials,322.24,38182.08,40.85,44.91,10133352,7.78,0.03,0.0181,74.9,1.21,9.56,189.774924877409
AA394,NSE,Energy,587.76,11270.15,22.17,78.84,13939507,4.45,0.11,0.0496,74.9,0.8,8.58,179.707782810409
AA395,NYSE,Real Estate,806.86,12765.84,25.5,108.93,9671830,4.15,-0.43,0.0511,1,1.04,4.12,285.096700769007
AA396,JSE,Energy,702.42,55722,14.83,38.86,599459,8.17,0.11,0.0569,17.7,0.83,7.58,68.5560078048603
AA397,NYSE,Healthcare,473.34,12765.84,82.65,191.05,13615046,3.57,0.78,0.0556,1,0.7,4.96,1571.66519645471
AA398,NYSE,Information Tech,569.36,12765.84,17.53,78.49,14933420,4.27,0.23,0.0457,1,1.18,3.01,142.35649011113
AA399,NYSE,Real Estate,692.38,12765.84,98.88,165.53,17761769,3.64,-0.43,0.0403,1,0.62,7,1634.70863545811
AA400,JSE,Energy,153.15,55722,26.02,172.46,8462400,4.58,0.11,0.0167,17.7,1.1,6.89,442.255832899574
AA401,JSE,Materials,638.17,55722,25.06,199.33,13253375,6.42,0.03,0.0389,17.7,0.88,1.6,493.336493759217
AA402,S&P 500,Energy,201.8,3351.28,23.16,49.68,16669938,4.1,0.11,0.0226,1,0.74,5.51,120.721289366014
AA403,NYSE,Materials,294.09,12765.84,76.8,165.4,9443090,3.38,0.03,0.0362,1,0.98,5.86,1264.53382726854
AA404,NSE,Information Tech,436.85,11270.15,99.13,86.85,12566817,2.86,0.23,0.0594,74.9,1.18,5.49,863.580122496201
AA405,NSE,Materials,558.15,11270.15,55.62,186.42,12958908,8.08,0.03,0.0245,74.9,1.24,3.87,1030.63134653091
AA406,NSE,Information Tech,107.86,11270.15,82.37,91.79,4411275,2.59,0.23,0.0178,74.9,1.26,5.45,757.34233636783
AA407,JSE,Information Tech,617.69,55722,38.3,158.81,13933569,4.62,0.23,0.0367,17.7,0.81,6.45,605.62610253395
AA408,BSE,Real Estate,186.46,38182.08,10.88,106.38,15549832,6.06,-0.43,0.0521,74.9,0.81,1.53,116.019945147159
AA409,NSE,Energy,589.29,11270.15,35.06,57.45,5460436,8.32,0.11,0.022,74.9,0.98,6.72,208.388049179245
AA410,NSE,Real Estate,370.44,11270.15,54.55,104.06,5904697,2.76,-0.43,0.0335,74.9,0.8,1.78,568.246032785106
AA411,NYSE,Energy,30.66,12765.84,39.85,119.87,9075810,6.83,0.11,0.0373,1,0.66,8.56,476.203696903622
AA412,JSE,Information Tech,476.7,55722,16.31,147.06,11644447,7.05,0.23,0.0513,17.7,0.94,9.55,237.138370497843
AA413,S&P 500,Healthcare,874.7,3351.28,22.49,116.16,7346626,8.16,0.78,0.0475,1,1.19,1.77,271.516802520855
AA414,NSE,Information Tech,164.95,11270.15,20.81,45.12,13589998,3.64,0.23,0.0498,74.9,0.93,1.04,99.959988509161
AA415,JSE,Materials,485.21,55722,93.96,67.05,9063824,4.09,0.03,0.0205,17.7,0.71,0.83,634.91633175644
AA416,NSE,Materials,408.77,11270.15,15.26,76.56,10260651,4.19,0.03,0.0577,74.9,1.22,3.95,120.52650722404
AA417,NYSE,Information Tech,825.41,12765.84,13.53,162.71,6904444,2.92,0.23,0.0215,1,0.62,8.42,223.392812811301
AA418,JSE,Healthcare,50.98,55722,86.41,140.59,7334422,6.47,0.78,0.02,17.7,1.17,6.99,1211.29851274379
AA419,JSE,Energy,,,,,,5.24,0.11,0.0275,17.7,1.04,5.64,1250.44243173076
AA420,NYSE,Real Estate,,,,,,3.22,-0.43,0.0487,1,1.21,1.72,1415.28190831142
AA421,S&P 500,Healthcare,,,,,,6.91,0.78,0.0308,1,0.8,1.3,551.073853376351
AA422,NSE,Healthcare,701.68,11270.15,68.49,161.34,15697944,4.64,0.78,0.0586,74.9,1.18,3.55,1103.75487365109
AA423,S&P 500,Information Tech,56.68,3351.28,34.61,150.72,637293,6.35,0.23,0.0302,1,1.28,3.61,517.138006268483
AA424,S&P 500,Real Estate,142.05,3351.28,24.93,33.17,8744427,5.03,-0.43,0.0442,1,1.18,2.04,89.8186473764841
AA425,S&P 500,Real Estate,908.3,3351.28,94.48,66.79,3579967,7.46,-0.43,0.0228,1,1.2,2.77,648.122399052352
AA426,S&P 500,Information Tech,726.67,3351.28,34.05,69.37,14505358,5.27,0.23,0.0172,1,0.63,3.17,244.692711046329
AA427,NSE,Energy,138.66,11270.15,11.96,39.99,19624633,8.04,0.11,0.0597,74.9,0.86,3.49,54.4200534209667
